"city","threshold","F1","AUC"
"3175",0.500486947031647,0.926495155362512,0.989789551390801
"431",0.712089055007303,0.820700853805458,0.938698341292908
"3570",0.481040327705802,0.948719319822469,0.9942850200288
"47",0.396300002415981,0.901016109045849,0.95666329232771
"1711",0.222472415793366,0.939333704381013,0.980718518275267
"1289",0.503481739288783,0.835223399640578,0.960676703445446
"1717",0.40823034982463,0.921152059461134,0.978993861066667
"7209",0.827655224967352,0.739195066894236,0.91491024059323
