"","ID_UC_G0","bin","count","GC_UCN_MAI_2025","GC_CNT_GAD_2025","city_country","prop"
"258",4787,"p0.4_0.6",276137,"Durban","South Africa","Durban (South Africa)",0.0557536587852742
"259",4787,"p0.6_0.8",55766,"Durban","South Africa","Durban (South Africa)",0.0112594782148702
"260",4787,"p0.8_1",11419,"Durban","South Africa","Durban (South Africa)",0.0023055622016211
"261",4952,"p0_0.2",265836,"Kasaï-Oriental","Democratic Republic of the Congo","Kasaï-Oriental (Democratic Republic of the Congo)",0.355217163564839
"262",4952,"p0.2_0.4",441718,"Kasaï-Oriental","Democratic Republic of the Congo","Kasaï-Oriental (Democratic Republic of the Congo)",0.590235389697158
"263",4952,"p0.4_0.6",38307,"Kasaï-Oriental","Democratic Republic of the Congo","Kasaï-Oriental (Democratic Republic of the Congo)",0.0511868365634387
"264",4952,"p0.6_0.8",2139,"Kasaï-Oriental","Democratic Republic of the Congo","Kasaï-Oriental (Democratic Republic of the Congo)",0.00285818893176692
"265",4952,"p0.8_1",376,"Kasaï-Oriental","Democratic Republic of the Congo","Kasaï-Oriental (Democratic Republic of the Congo)",0.000502421242797738
"266",50,"p0_0.2",1178994,"Monrovia","Liberia","Monrovia (Liberia)",0.69036927038898
"267",50,"p0.2_0.4",259854,"Monrovia","Liberia","Monrovia (Liberia)",0.15215956687452
"268",50,"p0.4_0.6",142959,"Monrovia","Liberia","Monrovia (Liberia)",0.0837107742071107
"269",50,"p0.6_0.8",75347,"Monrovia","Liberia","Monrovia (Liberia)",0.0441200323462193
"270",50,"p0.8_1",50619,"Monrovia","Liberia","Monrovia (Liberia)",0.0296403561831695
"271",5167,"p0_0.2",435900,"El Mansura","Egypt","El Mansura (Egypt)",0.585718623944188
"272",5167,"p0.2_0.4",134819,"El Mansura","Egypt","El Mansura (Egypt)",0.181156226569239
"273",5167,"p0.4_0.6",58449,"El Mansura","Egypt","El Mansura (Egypt)",0.078537893670369
"274",5167,"p0.6_0.8",54264,"El Mansura","Egypt","El Mansura (Egypt)",0.072914511148675
"275",5167,"p0.8_1",60782,"El Mansura","Egypt","El Mansura (Egypt)",0.0816727446675284
"276",548,"p0_0.2",903698,"Niamey","Niger","Niamey (Niger)",0.671901917121752
"277",548,"p0.2_0.4",307407,"Niamey","Niger","Niamey (Niger)",0.228557939307873
"278",548,"p0.4_0.6",106609,"Niamey","Niger","Niamey (Niger)",0.0792640810120559
"279",548,"p0.6_0.8",25639,"Niamey","Niger","Niamey (Niger)",0.019062666126388
"280",548,"p0.8_1",1632,"Niamey","Niger","Niamey (Niger)",0.00121339643193047
"281",564,"p0_0.2",146032,"Cabinda","Angola","Cabinda (Angola)",0.246672342265645
"282",564,"p0.2_0.4",223510,"Cabinda","Angola","Cabinda (Angola)",0.377545573708463
"283",564,"p0.4_0.6",134169,"Cabinda","Angola","Cabinda (Angola)",0.226633761705923
"284",564,"p0.6_0.8",65185,"Cabinda","Angola","Cabinda (Angola)",0.110108309347171
"285",564,"p0.8_1",23112,"Cabinda","Angola","Cabinda (Angola)",0.0390400129727977
"286",582,"p0_0.2",409729,"Bangui","Central African Republic","Bangui (Central African Republic)",0.512026203088935
"287",582,"p0.2_0.4",168477,"Bangui","Central African Republic","Bangui (Central African Republic)",0.21054071988513
"288",582,"p0.4_0.6",131706,"Bangui","Central African Republic","Bangui (Central African Republic)",0.164589089627611
"289",582,"p0.6_0.8",73840,"Bangui","Central African Republic","Bangui (Central African Republic)",0.0922756622940699
"290",582,"p0.8_1",16459,"Bangui","Central African Republic","Bangui (Central African Republic)",0.0205683251042538
"291",5862,"p0_0.2",1501916,"Addis Ababa","Ethiopia","Addis Ababa (Ethiopia)",0.477021794636031
"292",5862,"p0.2_0.4",631579,"Addis Ababa","Ethiopia","Addis Ababa (Ethiopia)",0.200595071917757
"293",5862,"p0.4_0.6",445720,"Addis Ababa","Ethiopia","Addis Ababa (Ethiopia)",0.141564611006988
"294",5862,"p0.6_0.8",344941,"Addis Ababa","Ethiopia","Addis Ababa (Ethiopia)",0.109556309982414
"295",5862,"p0.8_1",224371,"Addis Ababa","Ethiopia","Addis Ababa (Ethiopia)",0.0712622124568092
"296",5918,"p0_0.2",323352,"Al Zaqaziq","Egypt","Al Zaqaziq (Egypt)",0.624498096678313
"297",5918,"p0.2_0.4",79833,"Al Zaqaziq","Egypt","Al Zaqaziq (Egypt)",0.154183541626833
"298",5918,"p0.4_0.6",38147,"Al Zaqaziq","Egypt","Al Zaqaziq (Egypt)",0.073674289610046
"299",5918,"p0.6_0.8",35273,"Al Zaqaziq","Egypt","Al Zaqaziq (Egypt)",0.068123658935569
"300",5918,"p0.8_1",41174,"Al Zaqaziq","Egypt","Al Zaqaziq (Egypt)",0.0795204131492393
"301",5935,"p0_0.2",2612205,"Benin City","Nigeria","Benin City (Nigeria)",0.926919614485637
"302",5935,"p0.2_0.4",98639,"Benin City","Nigeria","Benin City (Nigeria)",0.0350012437206302
"303",5935,"p0.4_0.6",50241,"Benin City","Nigeria","Benin City (Nigeria)",0.0178276086108758
"304",5935,"p0.6_0.8",33663,"Benin City","Nigeria","Benin City (Nigeria)",0.0119450406772937
"305",5935,"p0.8_1",23409,"Benin City","Nigeria","Benin City (Nigeria)",0.00830649250556303
"306",597,"p0_0.2",861277,"Kigali","Rwanda","Kigali (Rwanda)",0.661156751993196
"307",597,"p0.2_0.4",142790,"Kigali","Rwanda","Kigali (Rwanda)",0.109612322884633
"308",597,"p0.4_0.6",99391,"Kigali","Rwanda","Kigali (Rwanda)",0.0762972083747223
"309",597,"p0.6_0.8",101634,"Kigali","Rwanda","Kigali (Rwanda)",0.0780190407175351
"310",597,"p0.8_1",97590,"Kigali","Rwanda","Kigali (Rwanda)",0.0749146760299137
"311",6009,"p0_0.2",879117,"Warri","Nigeria","Warri (Nigeria)",0.794076920367124
"312",6009,"p0.2_0.4",115776,"Warri","Nigeria","Warri (Nigeria)",0.104576580287293
"313",6009,"p0.4_0.6",48273,"Warri","Nigeria","Warri (Nigeria)",0.0436033829136306
"314",6009,"p0.6_0.8",30931,"Warri","Nigeria","Warri (Nigeria)",0.0279389355727116
"315",6009,"p0.8_1",32996,"Warri","Nigeria","Warri (Nigeria)",0.0298041808592413
"316",6321,"p0_0.2",1593388,"Lubumbashi","Democratic Republic of the Congo","Lubumbashi (Democratic Republic of the Congo)",0.695166042274825
"317",6321,"p0.2_0.4",360022,"Lubumbashi","Democratic Republic of the Congo","Lubumbashi (Democratic Republic of the Congo)",0.157071014010315
"318",6321,"p0.4_0.6",237860,"Lubumbashi","Democratic Republic of the Congo","Lubumbashi (Democratic Republic of the Congo)",0.103773967681123
"319",6321,"p0.6_0.8",92127,"Lubumbashi","Democratic Republic of the Congo","Lubumbashi (Democratic Republic of the Congo)",0.040193325151597
"320",6321,"p0.8_1",8700,"Lubumbashi","Democratic Republic of the Congo","Lubumbashi (Democratic Republic of the Congo)",0.0037956508821398
"321",6474,"p0_0.2",350170,"Okene","Nigeria","Okene (Nigeria)",0.841180540208127
"322",6474,"p0.2_0.4",34532,"Okene","Nigeria","Okene (Nigeria)",0.0829529840205245
"323",6474,"p0.4_0.6",17538,"Okene","Nigeria","Okene (Nigeria)",0.0421298920928981
"324",6474,"p0.6_0.8",10286,"Okene","Nigeria","Okene (Nigeria)",0.0247090928308559
"325",6474,"p0.8_1",3758,"Okene","Nigeria","Okene (Nigeria)",0.00902749084759443
"326",673,"p0_0.2",1535157,"Coyah","Guinea","Coyah (Guinea)",0.756841940235815
"327",673,"p0.2_0.4",234422,"Coyah","Guinea","Coyah (Guinea)",0.11557150266322
"328",673,"p0.4_0.6",108809,"Coyah","Guinea","Coyah (Guinea)",0.0536435131228394
"329",673,"p0.6_0.8",78853,"Coyah","Guinea","Coyah (Guinea)",0.0388750189807392
"330",673,"p0.8_1",71131,"Coyah","Guinea","Coyah (Guinea)",0.0350680249973871
"331",6776,"p0_0.2",329231,"Asyut","Egypt","Asyut (Egypt)",0.619879462495364
"332",6776,"p0.2_0.4",77796,"Asyut","Egypt","Asyut (Egypt)",0.146475097011792
"333",6776,"p0.4_0.6",34962,"Asyut","Egypt","Asyut (Egypt)",0.0658268078272183
"334",6776,"p0.6_0.8",40429,"Asyut","Egypt","Asyut (Egypt)",0.076120130817648
"335",6776,"p0.8_1",48703,"Asyut","Egypt","Asyut (Egypt)",0.0916985018479781
"336",7054,"p0_0.2",169666,"Beni","Democratic Republic of the Congo","Beni (Democratic Republic of the Congo)",0.415109388685819
"337",7054,"p0.2_0.4",190727,"Beni","Democratic Republic of the Congo","Beni (Democratic Republic of the Congo)",0.466637796470007
"338",7054,"p0.4_0.6",44828,"Beni","Democratic Republic of the Congo","Beni (Democratic Republic of the Congo)",0.10967738778546
"339",7054,"p0.6_0.8",3414,"Beni","Democratic Republic of the Congo","Beni (Democratic Republic of the Congo)",0.00835278401667621
"340",7054,"p0.8_1",91,"Beni","Democratic Republic of the Congo","Beni (Democratic Republic of the Congo)",0.000222643042037942
"341",7092,"p0_0.2",4776730,"Onitsha","Nigeria","Onitsha (Nigeria)",0.96117823730834
"342",7092,"p0.2_0.4",122049,"Onitsha","Nigeria","Onitsha (Nigeria)",0.0245588179958351
"343",7092,"p0.4_0.6",35800,"Onitsha","Nigeria","Onitsha (Nigeria)",0.00720371067563763
"344",7092,"p0.6_0.8",19123,"Onitsha","Nigeria","Onitsha (Nigeria)",0.00384794858240834
"345",7092,"p0.8_1",15959,"Onitsha","Nigeria","Onitsha (Nigeria)",0.00321128543777936
"346",7093,"p0_0.2",388457,"Suhaj","Egypt","Suhaj (Egypt)",0.635757936806685
"347",7093,"p0.2_0.4",88064,"Suhaj","Egypt","Suhaj (Egypt)",0.144127630463459
"348",7093,"p0.4_0.6",46258,"Suhaj","Egypt","Suhaj (Egypt)",0.0757069396118583
"349",7093,"p0.6_0.8",41167,"Suhaj","Egypt","Suhaj (Egypt)",0.0673748883004317
"350",7093,"p0.8_1",47068,"Suhaj","Egypt","Suhaj (Egypt)",0.0770326048175656
"351",7131,"p0_0.2",4242191,"Owerri","Nigeria","Owerri (Nigeria)",0.972461015628134
"352",7131,"p0.2_0.4",70034,"Owerri","Nigeria","Owerri (Nigeria)",0.016054282979833
"353",7131,"p0.4_0.6",24512,"Owerri","Nigeria","Owerri (Nigeria)",0.00561902196649722
"354",7131,"p0.6_0.8",17829,"Owerri","Nigeria","Owerri (Nigeria)",0.00408704074088932
"355",7131,"p0.8_1",7759,"Owerri","Nigeria","Owerri (Nigeria)",0.00177863868464638
"356",7209,"p0_0.2",1502154,"Port Harcourt","Nigeria","Port Harcourt (Nigeria)",0.690130854140039
"357",7209,"p0.2_0.4",216348,"Port Harcourt","Nigeria","Port Harcourt (Nigeria)",0.0993962203818578
"358",7209,"p0.4_0.6",118629,"Port Harcourt","Nigeria","Port Harcourt (Nigeria)",0.0545014246846719
"359",7209,"p0.6_0.8",107891,"Port Harcourt","Nigeria","Port Harcourt (Nigeria)",0.0495680922089366
"360",7209,"p0.8_1",231600,"Port Harcourt","Nigeria","Port Harcourt (Nigeria)",0.106403408584495
"361",7222,"p0_0.2",464577,"Luxor","Egypt","Luxor (Egypt)",0.604202838047155
"362",7222,"p0.2_0.4",145723,"Luxor","Egypt","Luxor (Egypt)",0.189519175871267
"363",7222,"p0.4_0.6",60589,"Luxor","Egypt","Luxor (Egypt)",0.0787986614800971
"364",7222,"p0.6_0.8",49057,"Luxor","Egypt","Luxor (Egypt)",0.0638007878695658
"365",7222,"p0.8_1",48963,"Luxor","Egypt","Luxor (Egypt)",0.063678536731915
"366",7426,"p0_0.2",1226717,"Aboh","Nigeria","Aboh (Nigeria)",0.982438563402729
"367",7426,"p0.2_0.4",18967,"Aboh","Nigeria","Aboh (Nigeria)",0.0151900660315782
"368",7426,"p0.4_0.6",2144,"Aboh","Nigeria","Aboh (Nigeria)",0.00171706129444318
"369",7426,"p0.6_0.8",625,"Aboh","Nigeria","Aboh (Nigeria)",0.000500542588165571
"370",7426,"p0.8_1",192,"Aboh","Nigeria","Aboh (Nigeria)",0.000153766683084464
"371",7471,"p0_0.2",1528186,"Abuja","Nigeria","Abuja (Nigeria)",0.836286704167298
"372",7471,"p0.2_0.4",142813,"Abuja","Nigeria","Abuja (Nigeria)",0.0781531914847043
"373",7471,"p0.4_0.6",54094,"Abuja","Nigeria","Abuja (Nigeria)",0.0296024783470244
"374",7471,"p0.6_0.8",46767,"Abuja","Nigeria","Abuja (Nigeria)",0.0255928403308184
"375",7471,"p0.8_1",55487,"Abuja","Nigeria","Abuja (Nigeria)",0.0303647856701546
"376",7516,"p0_0.2",1061404,"Kaduna","Nigeria","Kaduna (Nigeria)",0.594508185519014
"377",7516,"p0.2_0.4",352828,"Kaduna","Nigeria","Kaduna (Nigeria)",0.197624216679325
"378",7516,"p0.4_0.6",160603,"Kaduna","Nigeria","Kaduna (Nigeria)",0.0899561318017552
"379",7516,"p0.6_0.8",120866,"Kaduna","Nigeria","Kaduna (Nigeria)",0.067698846387371
"380",7516,"p0.8_1",89647,"Kaduna","Nigeria","Kaduna (Nigeria)",0.0502126196125349
"381",7543,"p0_0.2",1006823,"Aba","Nigeria","Aba (Nigeria)",0.832113319542232
"382",7543,"p0.2_0.4",100174,"Aba","Nigeria","Aba (Nigeria)",0.0827912350749075
"383",7543,"p0.4_0.6",53134,"Aba","Nigeria","Aba (Nigeria)",0.0439138846853488
"384",7543,"p0.6_0.8",31062,"Aba","Nigeria","Aba (Nigeria)",0.0256719442559624
"385",7543,"p0.8_1",18766,"Aba","Nigeria","Aba (Nigeria)",0.0155096164415488
"386",7716,"p0_0.2",937605,"Enugu","Nigeria","Enugu (Nigeria)",0.857165973544649
"387",7716,"p0.2_0.4",94600,"Enugu","Nigeria","Enugu (Nigeria)",0.0864840749540839
"388",7716,"p0.4_0.6",33410,"Enugu","Nigeria","Enugu (Nigeria)",0.0305436886280755
"389",7716,"p0.6_0.8",16758,"Enugu","Nigeria","Enugu (Nigeria)",0.0153202973370036
"390",7716,"p0.8_1",11470,"Enugu","Nigeria","Enugu (Nigeria)",0.0104859655361876
"391",7961,"p0_0.2",1207073,"Uyo","Nigeria","Uyo (Nigeria)",0.938719405975089
"392",7961,"p0.2_0.4",59944,"Uyo","Nigeria","Uyo (Nigeria)",0.0466173927109386
"393",7961,"p0.4_0.6",13717,"Uyo","Nigeria","Uyo (Nigeria)",0.010667469234885
"394",7961,"p0.6_0.8",3859,"Uyo","Nigeria","Uyo (Nigeria)",0.00300107631241679
"395",7961,"p0.8_1",1279,"Uyo","Nigeria","Uyo (Nigeria)",0.0009946557666704
"396",8125,"p0_0.2",1260820,"Kano","Nigeria","Kano (Nigeria)",0.473810616301036
"397",8125,"p0.2_0.4",506765,"Kano","Nigeria","Kano (Nigeria)",0.190440060412902
"398",8125,"p0.4_0.6",357499,"Kano","Nigeria","Kano (Nigeria)",0.134346553446966
"399",8125,"p0.6_0.8",299438,"Kano","Nigeria","Kano (Nigeria)",0.112527484751154
"400",8125,"p0.8_1",236499,"Kano","Nigeria","Kano (Nigeria)",0.0888752850879418
"401",820,"p0_0.2",662548,"Lomé","Togo","Lomé (Togo)",0.268799052273064
"402",820,"p0.2_0.4",826741,"Lomé","Togo","Lomé (Togo)",0.335412977286604
"403",820,"p0.4_0.6",547234,"Lomé","Togo","Lomé (Togo)",0.222015583129974
"404",820,"p0.6_0.8",338352,"Lomé","Togo","Lomé (Togo)",0.137271106296745
"405",820,"p0.8_1",89970,"Lomé","Togo","Lomé (Togo)",0.0365012810136134
"406",832,"p0_0.2",836966,"Douala","Cameroon","Douala (Cameroon)",0.434369635031647
"407",832,"p0.2_0.4",445429,"Douala","Cameroon","Douala (Cameroon)",0.231169285445898
"408",832,"p0.4_0.6",374334,"Douala","Cameroon","Douala (Cameroon)",0.19427231567344
"409",832,"p0.6_0.8",184599,"Douala","Cameroon","Douala (Cameroon)",0.0958034140660518
"410",832,"p0.8_1",85524,"Douala","Cameroon","Douala (Cameroon)",0.0443853497829621
"411",8564,"p0_0.2",650988,"Maiduguri","Nigeria","Maiduguri (Nigeria)",0.605358497864933
"412",8564,"p0.2_0.4",218005,"Maiduguri","Nigeria","Maiduguri (Nigeria)",0.202724442427579
"413",8564,"p0.4_0.6",114606,"Maiduguri","Nigeria","Maiduguri (Nigeria)",0.106572956807665
"414",8564,"p0.6_0.8",59220,"Maiduguri","Nigeria","Maiduguri (Nigeria)",0.0550691107110443
"415",8564,"p0.8_1",32557,"Maiduguri","Nigeria","Maiduguri (Nigeria)",0.0302749921887786
"416",945,"p0_0.2",754947,"Oran","Algeria","Oran (Algeria)",0.776560224158787
"417",945,"p0.2_0.4",126949,"Oran","Algeria","Oran (Algeria)",0.130583397108319
"418",945,"p0.4_0.6",45876,"Oran","Algeria","Oran (Algeria)",0.0471893746759819
"419",945,"p0.6_0.8",25431,"Oran","Algeria","Oran (Algeria)",0.0261590589280865
"420",945,"p0.8_1",18965,"Oran","Algeria","Oran (Algeria)",0.0195079451288255
